id,question,sparql,answer,,,,,,,,
95,Give me all Canadian Grunge record labels.,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri 
WHERE {
	?uri rdf:type dbo:RecordLabel .
        ?uri dbo:genre res:Grunge .
        ?uri dbo:country res:Canada .
}",[<http://dbpedia.org/resource/Murderecords>],,,,,,,,
96,How many children did Benjamin Franklin have?,SELECT (COUNT(DISTINCT ?uri) as ?c) WHERE {  <http://dbpedia.org/resource/Benjamin_Franklin> <http://dbpedia.org/ontology/child> ?uri . } ,[3],,,,,,,,
97,List the children of Margaret Thatcher.,"PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/>
SELECT DISTINCT ?uri 
WHERE {
	res:Margaret_Thatcher dbo:child ?uri .
}","[<http://dbpedia.org/resource/Carol_Thatcher>, <http://dbpedia.org/resource/Mark_Thatcher>]",,,,,,,,
98,From which region is the Melon de Bourgogne?,"PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/> 
SELECT DISTINCT ?uri
WHERE {
        res:Melon_de_Bourgogne dbo:wineRegion ?uri .
}","[<http://dbpedia.org/resource/Loire_Valley_(wine)>, <http://dbpedia.org/resource/Oregon>, <http://dbpedia.org/resource/Southern_Ontario>, <http://dbpedia.org/resource/Washington_(state)>]",,,,,,,,
99,Who is the oldest child of Meryl Streep?,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE { 
        res:Meryl_Streep dbo:child ?uri . 
        ?uri dbo:birthDate ?d .
}
ORDER BY ASC(?d)
OFFSET 0 LIMIT 1",[<http://dbpedia.org/resource/Henry_Wolfe_Gummer>],,,,,,,,
100,Are tree frogs a type of amphibian?,"PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX res: <http://dbpedia.org/resource/> 
ASK 
WHERE { 
        res:Hylidae dbo:class res:Amphibian . 
}",[true],,,,,,,,
101,Is Christian Bale starring in Velvet Goldmine?,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
ASK
WHERE {
        res:Velvet_Goldmine dbo:starring res:Christian_Bale .
}",[true],,,,,,,,
102,List all games by GMT.,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE {	
        ?uri dbo:publisher res:GMT_Games .
}","[<http://dbpedia.org/resource/Twilight_Struggle>, <http://dbpedia.org/resource/Washington's_War>, <http://dbpedia.org/resource/Chandragupta_(board_game)>, <http://dbpedia.org/resource/Paths_of_Glory_(board_game)>, <http://dbpedia.org/resource/Fields_of_Fire_(game)>, <http://dbpedia.org/resource/Sword_of_Rome>, <http://dbpedia.org/resource/Commands_&_Colors:_Ancients>]",,,,,,,,
103,Does the Isar flow into a lake?,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
ASK
WHERE {
        ?x dbo:inflow res:Isar .
        ?x rdf:type dbo:Lake . 
}",[true],,,,,,,,
104,Which airports does Yeti Airlines serve?,SELECT DISTINCT ?uri WHERE {  <http://dbpedia.org/resource/Yeti_Airlines> <http://dbpedia.org/ontology/targetAirport> ?uri . },"[<http://dbpedia.org/resource/Pokhara> , <http://dbpedia.org/resource/Siddharthanagar> ,<http://dbpedia.org/resource/Biratnagar>]",,,,,,,,
105,Which Indian company has the most employees?,SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Company> . ?uri <http://dbpedia.org/ontology/location> <http://dbpedia.org/resource/India> . ?uri <http://dbpedia.org/ontology/numberOfEmployees> ?n . } ORDER BY DESC(?n) OFFSET 0 LIMIT 1,[<http://dbpedia.org/resource/Indian_Railways>],,,,,,,,
106,What color expresses loyalty?,SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/connotation> <http://dbpedia.org/resource/Loyalty> . },[<http://dbpedia.org/resource/Indigo>],,,,,,,,
107,Which city has the most inhabitants?,"PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX res: <http://dbpedia.org/resource/> 
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> 
SELECT DISTINCT ?uri
WHERE { 
         ?uri rdf:type dbo:City . 
         ?uri dbo:populationTotal ?pop . 
}
ORDER BY DESC(?pop)
OFFSET 0 LIMIT 1",[<http://dbpedia.org/resource/Karachi>],,,,,,,,
108,Who created Wikipedia?,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE {
	res:Wikipedia dbo:author ?uri .
}","[<http://dbpedia.org/resource/Jimmy_Wales>, <http://dbpedia.org/resource/Larry_Sanger>]",,,,,,,,
109,Is Rita Wilson the wife of Tom Hanks?,"PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX res: <http://dbpedia.org/resource/> 
ASK 
WHERE { 
        res:Tom_Hanks dbo:spouse res:Rita_Wilson . 
}",[true],,,,,,,,
110,Is the wife of president Obama called Michelle?,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
ASK 
WHERE {
        res:Barack_Obama dbo:spouse ?spouse .
        ?spouse rdfs:label ?name .
        FILTER(regex(?name,'Michelle')) 
}",[true],,,,,,,,
111,How many ethnic groups live in Slovenia?,SELECT (COUNT(DISTINCT ?uri) as ?c) WHERE {  <http://dbpedia.org/resource/Slovenia> <http://dbpedia.org/ontology/ethnicGroup> ?uri . } ,[4],,,,,,,,
112,Who is the president of Eritrea?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Eritrea> <http://dbpedia.org/ontology/leader> ?uri . <http://dbpedia.org/resource/Eritrea> <http://dbpedia.org/ontology/leaderTitle> 'President'@en . }  ,[<http://dbpedia.org/resource/Isaias_Afwerki>],,,,,,,,
113,Which films did Stanley Kubrick direct?,SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/director> <http://dbpedia.org/resource/Stanley_Kubrick> . },"[<http://dbpedia.org/resource/Lolita_(1962_film)>, <http://dbpedia.org/resource/The_Shining_(film)>, <http://dbpedia.org/resource/Paths_of_Glory>, <http://dbpedia.org/resource/Eyes_Wide_Shut>, <http://dbpedia.org/resource/The_Seafarers>, <http://dbpedia.org/resource/2001:_A_Space_Odyssey_(film)>, <http://dbpedia.org/resource/A_Clockwork_Orange_(film)>, <http://dbpedia.org/resource/Fear_and_Desire>, <http://dbpedia.org/resource/Barry_Lyndon>, <http://dbpedia.org/resource/Spartacus_(film)>, <http://dbpedia.org/resource/The_Killing_(film)>, <http://dbpedia.org/resource/Flying_Padre>, <http://dbpedia.org/resource/Dr._Strangelove>, <http://dbpedia.org/resource/Day_of_the_Fight>, <http://dbpedia.org/resource/Full_Metal_Jacket>, <http://dbpedia.org/resource/Killer's_Kiss>]",,,,,,,,
114,When was the Titanic completed?,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?date
WHERE { 
        res:RMS_Titanic dbo:completionDate ?date . 
}","[""1912-04-02""^^xsd:date]",,,,,,,,
115,How many pages does War and Peace have?,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?n
WHERE {
        res:War_and_Peace dbo:numberOfPages ?n .
}","[""1225""^^xsd:positiveInteger]",,,,,,,,
116,Who is the youngest player in the Premier League?,"PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX res: <http://dbpedia.org/resource/> 
SELECT DISTINCT ?uri 
WHERE { 
        ?uri dbo:team ?x . 
        ?x dbo:league res:Premier_League . 
        ?uri dbo:birthDate ?y . 
} 
ORDER BY DESC(?y) 
OFFSET 0 LIMIT 1",[<http://dbpedia.org/resource/Ernie_Pinkney>],,,,,,,,
117,What is the highest mountain in Italy?,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri
WHERE {
        ?uri rdf:type dbo:Mountain .
        ?uri dbo:locatedInArea res:Italy .
        ?uri dbo:elevation ?num .
}
ORDER BY DESC(?num)
OFFSET 0 LIMIT 1",[1.81],,,,,,,,
118,How tall is Claudia Schiffer?,"PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/>
SELECT DISTINCT ?height 
WHERE {       
        res:Claudia_Schiffer dbo:height ?height .      
}","[""1.81""^^xsd:double]",,,,,,,,
119,Who was John F. Kennedy's vice president?,"PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX res: <http://dbpedia.org/resource/> 
SELECT DISTINCT ?uri 
WHERE { res:John_F._Kennedy dbo:vicePresident ?uri . 
}",[<http://dbpedia.org/resource/Lyndon_B._Johnson>],,,,,,,,
120,Which subsidiary of Lufthansa serves both Dortmund and Berlin Tegel?,"PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/> 
SELECT DISTINCT ?uri 
WHERE {
        res:Lufthansa dbo:subsidiary ?uri .
        ?uri dbo:targetAirport res:Dortmund_Airport .
        ?uri dbo:targetAirport res:Berlin_Tegel_Airport .
}","[<http://dbpedia.org/resource/JetBlue>, <http://dbpedia.org/resource/SunExpress>, <http://dbpedia.org/resource/Brussels_Airlines>, <http://dbpedia.org/resource/Eurowings>, <http://dbpedia.org/resource/Lufthansa_Regional>, <http://dbpedia.org/resource/LSG_Sky_Chefs>, <http://dbpedia.org/resource/AeroLogic>, <http://dbpedia.org/resource/Tyrolean_Airways>, <http://dbpedia.org/resource/Swiss_European_Air_Lines>, <http://dbpedia.org/resource/Lufthansa_Cargo>, <http://dbpedia.org/resource/Lufthansa_Systems>, <http://dbpedia.org/resource/Lufthansa_Technik>, <http://dbpedia.org/resource/Lufthansa_Consulting>, <http://dbpedia.org/resource/Global_Load_Control>, <http://dbpedia.org/resource/Swiss_International_Air_Lines>, <http://dbpedia.org/resource/Air_Dolomiti>, <http://dbpedia.org/resource/Edelweiss_Air>, <http://dbpedia.org/resource/Lufthansa_CityLine>, <http://dbpedia.org/resource/Austrian_Airlines>, <http://dbpedia.org/resource/Luxair>, <http://dbpedia.org/resource/Lufthansa_Flight_Training>, <http://dbpedia.org/resource/Germanwings>]",,,,,,,,
121,Who was the successor of John F. Kennedy?,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE {
	res:John_F._Kennedy dbo:successor ?uri .
}","[<http://dbpedia.org/resource/Benjamin_A._Smith_II>, <http://dbpedia.org/resource/Lyndon_B._Johnson>, <http://dbpedia.org/resource/Tip_O'Neill>]",,,,,,,,
122,Who composed the soundtrack for Cameron's Titanic?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Titanic_(1997_film)> <http://dbpedia.org/ontology/musicComposer> ?uri . } ,[<http://dbpedia.org/resource/James_Horner>],,,,,,,,
123,Which movies did Kurosawa direct?,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri
WHERE {
        ?uri rdf:type dbo:Film .
        ?uri dbo:director res:Akira_Kurosawa .
}","[<http://dbpedia.org/resource/Horse_(1941_film)>, <http://dbpedia.org/resource/The_Men_Who_Tread_on_the_Tiger's_Tail>, <http://dbpedia.org/resource/Yojimbo_(film)>, <http://dbpedia.org/resource/Ran_(film)>, <http://dbpedia.org/resource/Dersu_Uzala_(1975_film)>, <http://dbpedia.org/resource/Madadayo>, <http://dbpedia.org/resource/One_Wonderful_Sunday>, <http://dbpedia.org/resource/The_Idiot_(1951_film)>, <http://dbpedia.org/resource/The_Quiet_Duel>, <http://dbpedia.org/resource/Seven_Samurai>, <http://dbpedia.org/resource/High_and_Low_(1963_film)>, <http://dbpedia.org/resource/Ikiru>, <http://dbpedia.org/resource/Scandal_(1950_film)>, <http://dbpedia.org/resource/Stray_Dog_(film)>, <http://dbpedia.org/resource/Throne_of_Blood>, <http://dbpedia.org/resource/Sanshiro_Sugata_Part_II>, <http://dbpedia.org/resource/Sanjuro>, <http://dbpedia.org/resource/Red_Beard>, <http://dbpedia.org/resource/Sanshiro_Sugata>, <http://dbpedia.org/resource/No_Regrets_for_Our_Youth>, <http://dbpedia.org/resource/Those_Who_Make_Tomorrow>, <http://dbpedia.org/resource/The_Lower_Depths_(1957_film)>, <http://dbpedia.org/resource/The_Most_Beautiful>, <http://dbpedia.org/resource/Kagemusha>, <http://dbpedia.org/resource/Dreams_(1990_film)>, <http://dbpedia.org/resource/I_Live_in_Fear>, <http://dbpedia.org/resource/Rashomon>, <http://dbpedia.org/resource/The_Hidden_Fortress>, <http://dbpedia.org/resource/The_Bad_Sleep_Well>, <http://dbpedia.org/resource/Drunken_Angel>, <http://dbpedia.org/resource/Rhapsody_in_August>, <http://dbpedia.org/resource/Dodes'ka-den>]",,,,,,,,
124,For which label did Elvis record his first album?,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri 
WHERE {
        ?x rdf:type dbo:Album .
        ?x dbo:artist res:Elvis_Presley .
        ?x dbo:releaseDate ?y .
        ?x dbo:recordLabel ?uri .
}
ORDER BY ASC(?y) 
OFFSET 0 LIMIT 1",[<http://dbpedia.org/resource/Pickwick_Records>],,,,,,,,
125,In which time zone is Rome?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Rome> <http://dbpedia.org/ontology/timeZone> ?uri . } ,[<http://dbpedia.org/resource/Central_European_Time>],,,,,,,,
126,Give me the currency of China.,"PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/> 
SELECT DISTINCT ?uri
WHERE {  
   res:China dbo:currency ?uri . 
}",[<http://dbpedia.org/resource/Renminbi>],,,,,,,,
127,Who are the developers of DBpedia?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/DBpedia> <http://dbpedia.org/ontology/developer> ?uri . },"[<http://dbpedia.org/resource/Free_University_of_Berlin>, <http://dbpedia.org/resource/Leipzig_University>, <http://dbpedia.org/resource/OpenLink_Software>]",,,,,,,,
128,Does Abraham Lincoln's death place have a website?,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
ASK 
WHERE {
        res:Abraham_Lincoln dbo:deathPlace ?p .
        ?p dbo:website ?w . 
}",[true],,,,,,,,
129,Who is the king of the Netherlands?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Netherlands> <http://dbpedia.org/ontology/leader> ?uri . ?uri a <http://dbpedia.org/ontology/Royalty> . } ,"[<http://dbpedia.org/resource/Mark_Rutte>, <http://dbpedia.org/resource/Willem-Alexander_of_the_Netherlands>]",,,,,,,,
130,In which city did Nikos Kazantzakis die?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Nikos_Kazantzakis> <http://dbpedia.org/ontology/deathPlace> ?uri . ?uri a <http://dbpedia.org/ontology/Town> . },"[<http://dbpedia.org/resource/Freiburg_im_Breisgau>, <http://dbpedia.org/resource/Germany>, <http://dbpedia.org/resource/West_Germany>]",,,,,,,,
131,Who was the father of Queen Elizabeth II?,"PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbp: <http://dbpedia.org/property/>
SELECT DISTINCT ?uri
WHERE { 
        res:Elizabeth_II dbp:father ?uri .
}",[<http://dbpedia.org/resource/George_VI>],,,,,,,,
132,Give me a list of all critically endangered birds.,SELECT DISTINCT ?uri ?p WHERE { ?uri a <http://dbpedia.org/ontology/Bird> . { ?uri <http://dbpedia.org/ontology/conservationStatus> 'CR'^^<http://www.w3.org/2001/XMLSchema#string> . } UNION { ?uri <http://purl.org/dc/terms/subject> <http://dbpedia.org/resource/Category:Critically_endangered_animals> . } },[http://dbpedia.org/resource/Chatham_pigeon],,,,,,,,
133,How many inhabitants does the largest city in Canada have?,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?num
WHERE {
        res:Canada dbo:largestCity ?city . 
        ?city dbo:populationTotal ?num .
}","[""2615060""^^xsd:nonNegativeInteger]",,,,,,,,
134,In which military conflicts did Lawrence of Arabia participate?,"PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX res: <http://dbpedia.org/resource/> 
SELECT DISTINCT ?uri 
WHERE { 
        res:T._E._Lawrence dbo:battle ?uri . 
}","[<http://dbpedia.org/resource/Battle_of_Megiddo_(1918)>, <http://dbpedia.org/resource/Battle_of_Aqaba>, <http://dbpedia.org/resource/Battle_of_Aba_el_Lissan>, <http://dbpedia.org/resource/World_War_I>, <http://dbpedia.org/resource/Siege_of_Medina>, <http://dbpedia.org/resource/Arab_Revolt>, <http://dbpedia.org/resource/Capture_of_Damascus_(1918)>, <http://dbpedia.org/resource/Battle_of_Deraa>, <http://dbpedia.org/resource/Battle_of_Talifeh>, <http://dbpedia.org/resource/Battle_of_Fwelia>]",,,,,,,,
135,Which book has the most pages?,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> 
SELECT DISTINCT ?uri
WHERE { 
        ?uri rdf:type dbo:Book . 
        ?uri dbo:numberOfPages ?n .
}
ORDER BY DESC(?n)
OFFSET 0 LIMIT 1",[<http://dbpedia.org/resource/The_Tolkien_Reader>],,,,,,,,
136,In which country does the Nile start?,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE {       
        res:Nile dbo:sourceCountry ?uri .
}","[<http://dbpedia.org/resource/Ethiopia>, <http://dbpedia.org/resource/Rwanda>]",,,,,,,,
137,Who is the Formula 1 race driver with the most races?,SELECT DISTINCT ?uri WHERE {  ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/FormulaOneRacer> .  ?uri <http://dbpedia.org/ontology/races> ?x . } ORDER BY DESC(?x) OFFSET 0 LIMIT 1 ,[<http://dbpedia.org/resource/Michael_Schumacher>],,,,,,,,
138,Which companies produce hovercrafts?,SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Company> . ?uri <http://dbpedia.org/ontology/product> <http://dbpedia.org/resource/Hovercraft> . },[http://dbpedia.org/resource/Slack_Technologies],,,,,,,,
139,Did Elvis Presley have children?,ASK WHERE { <http://dbpedia.org/resource/Elvis_Presley> <http://dbpedia.org/ontology/child> ?uri . } ,[true],,,,,,,,
140,In which city was the president of Montenegro born?,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/property/office> <http://dbpedia.org/resource/President_of_Montenegro> . ?x <http://dbpedia.org/ontology/birthPlace> ?uri . ?uri a <http://dbpedia.org/ontology/City> . } ,"[<http://dbpedia.org/resource/Belgrade>, <http://dbpedia.org/resource/Socialist_Federal_Republic_of_Yugoslavia>, <http://dbpedia.org/resource/Socialist_Republic_of_Serbia>, <http://dbpedia.org/resource/Niki>, <http://dbpedia.org/resource/Socialist_Republic_of_Montenegro>]",,,,,,,,
141,Which country was Bill Gates born in?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Bill_Gates> <http://dbpedia.org/ontology/birthPlace> ?x . ?x <http://dbpedia.org/ontology/country> ?uri . },[<http://dbpedia.org/resource/United_States>],,,,,,,,
142,In which countries do people speak Japanese?,SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Country> . ?uri <http://dbpedia.org/ontology/language> <http://dbpedia.org/resource/Japanese_language> . } ,"[<http://dbpedia.org/resource/Japan>, <http://dbpedia.org/resource/Palau>, <http://dbpedia.org/resource/Allied_Military_Government_for_Occupied_Territories>]",,,,,,,,
143,Show me the book that Muhammad Ali wrote.,"PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX res: <http://dbpedia.org/resource/> 
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> 
SELECT DISTINCT ?uri 
WHERE { 
         ?uri rdf:type dbo:Book . 
         ?uri dbo:author res:Muhammad_Ali . 
}",[<http://dbpedia.org/resource/The_Soul_of_a_Butterfly>],,,,,,,,
144,Is Michelle Obama the wife of Barack Obama?,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
ASK 
WHERE {
	res:Barack_Obama dbo:spouse res:Michelle_Obama .
}",[true],,,,,,,,
145,What is the area code of Berlin?,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?string 
WHERE {
	res:Berlin dbo:areaCode ?string .
}","[""030""]",,,,,,,,
146,Give me all actors starring in Last Action Hero.,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE {
        res:Last_Action_Hero dbo:starring ?uri . 
}","[<http://dbpedia.org/resource/Anthony_Quinn>, <http://dbpedia.org/resource/Arnold_Schwarzenegger>, <http://dbpedia.org/resource/Art_Carney>, <http://dbpedia.org/resource/Austin_O'Brien>, <http://dbpedia.org/resource/Bridgette_Wilson>, <http://dbpedia.org/resource/Charles_Dance>, <http://dbpedia.org/resource/F._Murray_Abraham>, <http://dbpedia.org/resource/Robert_Prosky>, <http://dbpedia.org/resource/Tom_Noonan>]",,,,,,,,
147,What are the nicknames of San Francisco?,SELECT DISTINCT ?string WHERE {  <http://dbpedia.org/resource/San_Francisco> <http://dbpedia.org/property/nickname> ?string . } ,"[""The City by the Bay; Fog City; San Fran; Frisco; The City that Knows How ; Baghdad by the Bay ; The Paris of the West""@en]",,,,,,,,
148,What was the first Queen album?,SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Album> . ?uri <http://dbpedia.org/ontology/artist> <http://dbpedia.org/resource/Queen_(band)> . ?uri <http://dbpedia.org/ontology/releaseDate> ?d . } ORDER BY ASC(?d) OFFSET 0 LIMIT 1,[<http://dbpedia.org/resource/Queen_(Queen_album)>],,,,,,,,
149,Through which countries does the Yenisei river flow?,"PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbp: <http://dbpedia.org/property/>
SELECT DISTINCT ?uri 
WHERE {
        res:Yenisei_River dbp:country ?uri .
}",[<>],,,,,,,,
150,Which television shows were created by Walt Disney?,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri
WHERE {
	?uri rdf:type dbo:TelevisionShow .
        ?uri dbo:creator res:Walt_Disney .
}","[<http://dbpedia.org/resource/Figaro_(Disney)>, <http://dbpedia.org/resource/Oswald_the_Lucky_Rabbit>, <http://dbpedia.org/resource/The_Mickey_Mouse_Club>, <http://dbpedia.org/resource/Pete_Junior>, <http://dbpedia.org/resource/Evil_Queen_(Disney)>, <http://dbpedia.org/resource/Ludwig_Von_Drake>, <http://dbpedia.org/resource/Clarabelle_Cow>, <http://dbpedia.org/resource/List_of_Jiminy_Cricket_educational_serials>, <http://dbpedia.org/resource/Mickey_Mouse>, <http://dbpedia.org/resource/Mickey_Mouse_Clubhouse>, <http://dbpedia.org/resource/Minnie_Mouse>, <http://dbpedia.org/resource/Humphrey_the_Bear>, <http://dbpedia.org/resource/Louie_the_Mountain_Lion>, <http://dbpedia.org/resource/Goofy>, <http://dbpedia.org/resource/Horace_Horsecollar>, <http://dbpedia.org/resource/Pete_(Disney)>, <http://dbpedia.org/resource/Donald_Duck>, <http://dbpedia.org/resource/Julius_the_Cat>]",,,,,,,,
151,What is the bridge with the longest span?,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri 
WHERE {
        ?uri rdf:type dbo:Bridge .
        ?uri dbo:mainspan ?s . 
} 
ORDER BY DESC(?s) 
OFFSET 0 LIMIT 1","[<http://dbpedia.org/resource/Russia>, <http://dbpedia.org/resource/Mongolia>]",,,,,,,,
152,What country is Sitecore from?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Sitecore> <http://dbpedia.org/ontology/foundationPlace> ?uri . },[<http://dbpedia.org/resource/Denmark>],,,,,,,,
153,Whom did Lance Bass marry?,SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/spouse> <http://dbpedia.org/resource/Lance_Bass> . } ,[<http://dbpedia.org/resource/Michael_Turchin>],,,,,,,,
154,What is the capital of Canada?,"PREFIX dbo:  <http://dbpedia.org/ontology/>
PREFIX res:  <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE {
        res:Canada dbo:capital ?uri .
}",[<http://dbpedia.org/resource/Ottawa>],,,,,,,,
155,Who was Vincent van Gogh inspired by?,SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/influenced> <http://dbpedia.org/resource/Vincent_van_Gogh> . },"[<http://dbpedia.org/resource/Adolphe_Joseph_Thomas_Monticelli>, <http://dbpedia.org/resource/Anton_Mauve>]",,,,,,,,
